"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
15931,"83",0.923,"M","N","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","1",8,"1"
22227,"28",0.939,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","1",130,"0"
3597,"103",0.92,"F","Y","None","Graduate","Other","4","100-500","Pvt Ltd","3",70,"0"
1489,"103",0.92,"M","N","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","never",78,"1"
3348,"28",0.939,"M","Y","None","Graduate","STEM","4","10-49","Funded Startup","1",122,"0"
13052,"103",0.92,"M","N","None","Graduate","STEM","16","10000+","Pvt Ltd",">4",192,"1"
13095,"103",0.92,"M","Y","None","Graduate","Humanities","13","100-500","Pvt Ltd",">4",28,"0"
27459,"160",0.92,"M","Y","None","Graduate","STEM","9","50-99","Pvt Ltd","never",32,"1"
25536,"103",0.92,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd",">4",12,"0"
9879,"103",0.92,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","1",67,"0"
16501,"16",0.91,"M","Y","None","Graduate","STEM",">20","<10","Funded Startup",">4",21,"0"
17341,"16",0.91,"M","Y","None","Masters","STEM","6","10000+","Pvt Ltd","2",125,"1"
5785,"16",0.91,"M","Y","None","Graduate","STEM","20","50-99","Pvt Ltd","1",64,"0"
14739,"16",0.91,"M","N","Full-Time","Masters","STEM",">20","100-500","Pvt Ltd","2",10,"1"
31038,"75",0.939,"M","Y","None","Graduate","STEM","3","10-49","Early Stage Startup","1",138,"0"
1325,"46",0.762,"M","Y","None","Graduate","STEM","6","<10","Funded Startup","1",22,"0"
4927,"67",0.855,"M","N","None","Graduate","None","11","<10","Pvt Ltd","2",6,"0"
22413,"21",0.624,"M","Y","None","Graduate","STEM","10","100-500","Pvt Ltd","1",20,"0"
9678,"128",0.527,"F","Y","None","High School","None","7","10-49","Early Stage Startup","1",13,"0"
4122,"103",0.92,"M","Y","None","Graduate","STEM","9","10000+","Pvt Ltd","1",3,"0"
6376,"103",0.92,"M","N","Full-Time","High School","None","5","10-49","NGO","1",42,"1"
6605,"138",0.836,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd",">4",10,"0"
4291,"103",0.92,"M","Y","None","Graduate","STEM","10","10000+","Pvt Ltd","1",28,"0"
7558,"103",0.92,"M","N","None","Primary School","None","5","50-99","Pvt Ltd","never",180,"0"
6667,"16",0.91,"M","Y","Full-Time","Graduate","STEM","6","10000+","Pvt Ltd","1",194,"0"
33365,"104",0.924,"M","Y","None","Graduate","STEM","11","<10","Early Stage Startup","1",84,"0"
3981,"103",0.92,"F","Y","None","Phd","STEM",">20","50-99","Pvt Ltd","2",23,"0"
6579,"97",0.925,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd",">4",106,"0"
29999,"103",0.92,"F","Y","None","Masters","STEM",">20","100-500","Pvt Ltd",">4",38,"0"
18082,"67",0.855,"M","N","Full-Time","Graduate","STEM","2","100-500","Pvt Ltd","never",25,"0"
19216,"103",0.92,"M","Y","None","Graduate","STEM","10","1000-4999","Pvt Ltd","1",11,"0"
29763,"36",0.893,"M","N","None","High School","None","4","50-99","Pvt Ltd","1",82,"0"
20619,"31",0.807,"F","N","None","Masters","STEM","5","100-500","Pvt Ltd","1",94,"0"
24195,"115",0.789,"F","N","Full-Time","Phd","STEM","19","500-999","NGO",">4",7,"0"
6872,"28",0.939,"M","N","None","Masters","STEM","6","500-999","Pvt Ltd",">4",74,"0"
18788,"97",0.925,"M","Y","None","Graduate","STEM","6","10-49","Pvt Ltd","1",105,"0"
4460,"103",0.92,"F","N","Full-Time","Graduate","STEM","9","100-500","Public Sector","never",40,"1"
5842,"21",0.624,"M","Y","None","Masters","STEM","9","10000+","Pvt Ltd","4",55,"1"
17329,"23",0.899,"M","N","Part-Time","High School","None","5","50-99","Pvt Ltd","never",160,"0"
2352,"21",0.624,"M","Y","None","Graduate","STEM","3","50-99","Early Stage Startup","3",6,"0"
15621,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",76,"0"
19127,"67",0.855,"Other","Y","Full-Time","Masters","STEM","8","10000+","Pvt Ltd","1",176,"0"
15043,"160",0.92,"M","Y","None","Graduate","STEM",">20","10-49","Early Stage Startup","1",8,"0"
18766,"10",0.895,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd","2",11,"0"
18527,"64",0.666,"M","Y","None","Graduate","STEM","14","50-99","Pvt Ltd","1",26,"0"
13845,"78",0.579,"M","Y","None","Graduate","STEM","5","50-99","Pvt Ltd","2",10,"0"
30813,"103",0.92,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd",">4",42,"0"
12241,"114",0.926,"M","Y","None","Masters","STEM",">20","500-999","Pvt Ltd","never",16,"0"
954,"160",0.92,"M","Y","None","Masters","STEM","15","50-99","Pvt Ltd",">4",18,"0"
8167,"173",0.878,"M","N","None","High School","None","16","100-500","Funded Startup",">4",32,"0"
22584,"11",0.55,"M","Y","None","Graduate","STEM","8","100-500","Pvt Ltd","2",22,"1"
12536,"104",0.924,"M","N","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","1",26,"0"
26781,"103",0.92,"M","Y","None","Graduate","None","19","1000-4999","Pvt Ltd",">4",34,"0"
19983,"28",0.939,"M","Y","None","Masters","STEM","16","500-999","Pvt Ltd",">4",50,"0"
18394,"61",0.913,"M","N","None","High School","None","3","50-99","Pvt Ltd","never",222,"0"
22306,"128",0.527,"M","Y","None","Graduate","STEM","2","50-99","Pvt Ltd","1",264,"0"
24271,"16",0.91,"M","Y","None","Masters","STEM","2","50-99","Early Stage Startup","1",174,"1"
25402,"103",0.92,"M","Y","Full-Time","Graduate","STEM","7","100-500","Pvt Ltd","3",66,"1"
8298,"167",0.921,"M","N","None","Graduate","STEM","7","100-500","Pvt Ltd","never",44,"1"
9030,"21",0.624,"M","Y","None","Graduate","STEM","12","100-500","Funded Startup","1",84,"1"
31757,"23",0.899,"M","Y","None","Graduate","STEM","12","100-500","Pvt Ltd","1",39,"0"
32602,"103",0.92,"M","Y","None","Masters","Business",">20","100-500","Pvt Ltd","1",150,"1"
1238,"28",0.939,"M","Y","None","Phd","STEM","14","10-49","Funded Startup","2",13,"0"
33132,"73",0.754,"M","Y","None","Graduate","STEM","9","100-500","Pvt Ltd","2",133,"1"
26917,"100",0.887,"M","Y","None","Masters","STEM","8","100-500","Pvt Ltd","3",70,"0"
8073,"114",0.926,"M","N","Full-Time","Graduate","STEM","5","10-49","Public Sector","1",61,"0"
17318,"16",0.91,"M","Y","None","High School","None","8","50-99","Pvt Ltd","1",65,"0"
13512,"21",0.624,"M","N","Full-Time","Graduate","STEM","5","100-500","Pvt Ltd","never",22,"0"
22909,"136",0.897,"M","Y","None","Masters","STEM","17","1000-4999","Pvt Ltd",">4",92,"1"
5912,"21",0.624,"M","N","None","Masters","STEM","3","<10","Pvt Ltd","1",160,"1"
14929,"71",0.884,"M","Y","None","Graduate","STEM","6","100-500","Pvt Ltd","1",14,"0"
731,"11",0.55,"M","N","Full-Time","Graduate","STEM","5","50-99","Pvt Ltd","never",51,"1"
8557,"103",0.92,"M","N","None","Graduate","STEM",">20","500-999","Pvt Ltd",">4",78,"0"
18416,"21",0.624,"M","Y","None","Masters","STEM","11","100-500","Pvt Ltd","1",52,"0"
8290,"142",0.727,"M","Y","None","Graduate","STEM","5","100-500","Pvt Ltd","1",43,"0"
8929,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","4",40,"0"
18388,"103",0.92,"Other","N","Full-Time","Graduate","STEM","9","100-500","Public Sector","never",100,"1"
22170,"103",0.92,"M","N","Full-Time","Masters","STEM","5","<10","Public Sector","1",8,"1"
9169,"114",0.926,"M","Y","None","Graduate","STEM","11","50-99","Pvt Ltd","never",50,"0"
11112,"103",0.92,"F","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd","1",280,"0"
16298,"158",0.766,"M","Y","Part-Time","Graduate","STEM","5","10000+","Pvt Ltd","never",40,"0"
10026,"104",0.924,"M","N","Full-Time","Graduate","STEM","9","100-500","Pvt Ltd","1",44,"0"
33169,"75",0.939,"M","Y","None","Graduate","Arts","3","50-99","Pvt Ltd","1",49,"0"
22681,"20",0.796,"M","Y","Part-Time","Graduate","STEM","8","50-99","Pvt Ltd","1",234,"0"
28887,"50",0.896,"M","N","Part-Time","High School","None","5","<10","Early Stage Startup","never",210,"1"
15696,"16",0.91,"F","Y","None","Masters","STEM","5","10000+","Pvt Ltd","1",92,"0"
983,"160",0.92,"M","N","None","Graduate","STEM","13","100-500","Pvt Ltd",">4",108,"0"
23983,"75",0.939,"M","Y","Part-Time","Graduate","STEM",">20","10000+","Pvt Ltd",">4",35,"0"
12738,"28",0.939,"M","Y","Full-Time","High School","None","8","50-99","Pvt Ltd",">4",85,"0"
17160,"21",0.624,"M","N","Full-Time","High School","None","2","50-99","Pvt Ltd","never",130,"0"
32627,"103",0.92,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","1",86,"1"
29456,"16",0.91,"F","Y","None","Graduate","STEM","11","<10","Early Stage Startup","1",66,"0"
2960,"123",0.738,"M","N","None","Masters","STEM","14","100-500","Pvt Ltd","1",78,"0"
6479,"103",0.92,"M","Y","None","Graduate","STEM","17","10-49","Pvt Ltd","3",12,"0"
9695,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","3",96,"0"
5606,"103",0.92,"M","Y","None","Graduate","STEM","7","10000+","Pvt Ltd","never",31,"0"
19367,"89",0.925,"M","Y","None","Graduate","STEM","10","10-49","Pvt Ltd","4",88,"0"
23356,"21",0.624,"M","Y","None","Masters","STEM","8","100-500","Pvt Ltd","1",45,"1"
13198,"75",0.939,"M","Y","None","Graduate","STEM","19","100-500","Pvt Ltd","2",218,"0"
26588,"114",0.926,"M","Y","None","Graduate","STEM","11","10000+","Pvt Ltd","1",218,"1"
17027,"65",0.802,"M","N","None","Graduate","Arts",">20","100-500","Pvt Ltd","3",50,"0"
16342,"21",0.624,"M","Y","Full-Time","Graduate","STEM","5","50-99","Pvt Ltd","1",104,"1"
17359,"158",0.766,"M","N","None","High School","None","2","50-99","Pvt Ltd","never",22,"0"
27335,"21",0.624,"M","Y","None","Masters","STEM","12","<10","Early Stage Startup","2",25,"0"
3406,"50",0.896,"M","Y","None","Masters","STEM",">20","<10","Pvt Ltd",">4",39,"0"
25127,"16",0.91,"M","Y","Full-Time","Graduate","STEM","5","100-500","Pvt Ltd","2",66,"0"
16741,"103",0.92,"M","N","None","Graduate","STEM","9","100-500","Pvt Ltd","1",44,"0"
26086,"73",0.754,"M","Y","Part-Time","Graduate","STEM","5","10000+","Pvt Ltd","1",44,"0"
2848,"103",0.92,"M","Y","None","Graduate","STEM","6","50-99","Funded Startup","1",4,"0"
21687,"90",0.698,"M","Y","None","Graduate","STEM","10","100-500","Pvt Ltd",">4",6,"1"
28464,"28",0.939,"M","Y","None","Graduate","STEM","15","10000+","Pvt Ltd",">4",34,"0"
26377,"103",0.92,"M","Y","None","Graduate","Arts","13","100-500","Pvt Ltd",">4",57,"0"
10480,"70",0.698,"F","N","None","Graduate","Humanities","<1","100-500","Pvt Ltd","1",52,"1"
21748,"138",0.836,"M","N","None","Primary School","None","1","50-99","Pvt Ltd","never",9,"0"
21352,"21",0.624,"M","Y","None","Graduate","STEM","7","100-500","Pvt Ltd","2",6,"1"
21629,"10",0.895,"M","Y","Full-Time","Graduate","STEM","2","10000+","Pvt Ltd","1",122,"0"
4680,"65",0.802,"Other","N","None","High School","None","1","50-99","Pvt Ltd","never",51,"0"
19758,"21",0.624,"M","N","Full-Time","Graduate","STEM","1","50-99","Pvt Ltd","never",54,"1"
8421,"103",0.92,"M","N","None","Graduate","STEM","3","500-999","Pvt Ltd","1",10,"0"
31968,"21",0.624,"M","Y","Full-Time","Masters","STEM","6","100-500","Pvt Ltd","1",210,"0"
32656,"136",0.897,"M","N","Full-Time","Graduate","STEM","1","100-500","Pvt Ltd","never",84,"1"
3473,"103",0.92,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd",">4",256,"0"
21398,"114",0.926,"M","N","None","Masters","STEM","16","1000-4999","Pvt Ltd","4",72,"0"
27841,"16",0.91,"M","Y","None","Masters","STEM",">20","<10","Early Stage Startup","1",55,"0"
19354,"103",0.92,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","3",8,"1"
9245,"100",0.887,"M","N","None","Phd","STEM",">20","500-999","Pvt Ltd","3",62,"1"
13160,"103",0.92,"M","Y","None","Graduate","STEM",">20","5000-9999","Public Sector",">4",168,"0"
29823,"150",0.698,"M","N","None","Graduate","STEM",">20","100-500","Public Sector",">4",24,"0"
22545,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",30,"1"
29978,"21",0.624,"M","Y","None","Graduate","STEM","6","100-500","Pvt Ltd","4",63,"1"
12654,"21",0.624,"M","Y","None","Graduate","Other","3","100-500","Pvt Ltd","3",5,"0"
23993,"21",0.624,"M","N","None","Graduate","STEM","17","100-500","Pvt Ltd","never",50,"1"
16898,"160",0.92,"M","N","None","Phd","STEM",">20","10-49","Pvt Ltd","1",59,"0"
23801,"143",0.74,"M","Y","Full-Time","Graduate","STEM","7","1000-4999","Pvt Ltd","3",26,"0"
7866,"136",0.897,"F","Y","None","Masters","STEM","10","10-49","Pvt Ltd","4",180,"0"
13257,"19",0.682,"M","Y","None","High School","None","7","1000-4999","Pvt Ltd","1",28,"0"
24000,"19",0.682,"M","Y","Full-Time","Graduate","STEM","3","50-99","Pvt Ltd","never",13,"1"
11033,"103",0.92,"M","Y","Full-Time","Graduate","Business","14","<10","Pvt Ltd",">4",23,"0"
28850,"98",0.949,"M","Y","None","Graduate","STEM","8","50-99","Pvt Ltd",">4",77,"0"
18151,"160",0.92,"M","Y","Full-Time","Graduate","STEM","10","500-999","Pvt Ltd","1",90,"0"
16895,"103",0.92,"M","Y","Part-Time","Graduate","STEM","5","50-99","Pvt Ltd",">4",34,"0"
29490,"67",0.855,"F","Y","None","Graduate","Humanities","4","50-99","Pvt Ltd","3",140,"1"
4348,"160",0.92,"M","Y","None","Masters","STEM","7","500-999","Pvt Ltd","1",20,"0"
14922,"21",0.624,"M","Y","None","Graduate","STEM","3","1000-4999","Pvt Ltd","2",138,"1"
29759,"100",0.887,"M","Y","Part-Time","High School","None","16","50-99","Pvt Ltd","never",102,"1"
12258,"159",0.843,"M","Y","None","Masters","STEM","17","100-500","Pvt Ltd",">4",134,"0"
33227,"21",0.624,"M","N","Full-Time","Masters","STEM","<1","50-99","Pvt Ltd","1",15,"0"
12912,"103",0.92,"M","N","Full-Time","Graduate","STEM","1","100-500","Public Sector","1",50,"1"
22326,"21",0.624,"M","N","None","Primary School","None","3","50-99","Pvt Ltd","never",56,"1"
25030,"21",0.624,"M","N","Part-Time","Graduate","STEM","<1","50-99","Pvt Ltd","never",13,"1"
15172,"160",0.92,"M","Y","None","Graduate","STEM","11","50-99","Pvt Ltd",">4",45,"0"
14695,"91",0.691,"M","N","None","High School","None","7","50-99","Pvt Ltd","1",138,"0"
23139,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",4,"0"
2776,"114",0.926,"M","Y","None","Masters","Business",">20","100-500","Pvt Ltd","4",11,"0"
26829,"123",0.738,"M","N","None","High School","None",">20","50-99","Pvt Ltd","1",56,"0"
30547,"160",0.92,"M","N","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","1",34,"1"
23127,"103",0.92,"M","N","None","Masters","STEM","3","100-500","NGO","1",220,"0"
14306,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",25,"0"
19617,"21",0.624,"M","Y","None","Graduate","STEM","1","10-49","Pvt Ltd","1",46,"0"
17670,"65",0.802,"M","N","None","Graduate","STEM",">20","10000+","Pvt Ltd","4",94,"0"
320,"27",0.848,"M","Y","Part-Time","Graduate","STEM",">20","100-500","Pvt Ltd","2",8,"1"
32961,"14",0.698,"M","N","Full-Time","Graduate","STEM","4","100-500","Pvt Ltd","never",24,"1"
12958,"11",0.55,"M","Y","None","Graduate","STEM","4","100-500","Pvt Ltd","never",61,"1"
7822,"98",0.949,"M","Y","None","Masters","STEM","9","1000-4999","Public Sector","1",50,"0"
26571,"136",0.897,"M","Y","Part-Time","Graduate","STEM","6","100-500","NGO","1",11,"0"
7116,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",12,"0"
8946,"76",0.698,"M","N","None","Graduate","STEM","4","50-99","Pvt Ltd","1",16,"1"
24084,"21",0.624,"M","Y","None","Masters","STEM","8","500-999","Pvt Ltd","1",23,"0"
8676,"103",0.92,"M","Y","None","Graduate","Humanities",">20","50-99","Pvt Ltd",">4",43,"0"
27160,"16",0.91,"M","Y","None","Masters","STEM",">20","100-500","NGO","4",65,"1"
32055,"67",0.855,"M","Y","None","Masters","STEM","7","100-500","Pvt Ltd","1",49,"0"
8761,"103",0.92,"M","N","None","Graduate","STEM","7","100-500","Pvt Ltd","1",32,"0"
2774,"114",0.926,"M","Y","Full-Time","High School","None","9","<10","Early Stage Startup","1",151,"0"
22770,"21",0.624,"M","Y","None","Graduate","STEM","3","100-500","Pvt Ltd","2",164,"1"
2675,"23",0.899,"M","Y","Part-Time","Graduate","STEM","10","1000-4999","Pvt Ltd",">4",70,"0"
20255,"103",0.92,"M","Y","None","Graduate","STEM","11","10000+","Pvt Ltd","4",84,"0"
13423,"21",0.624,"M","Y","None","Masters","STEM","6","<10","Pvt Ltd","4",34,"1"
22976,"136",0.897,"M","Y","None","Graduate","STEM","7","10-49","Funded Startup","1",15,"0"
17734,"21",0.624,"M","N","Full-Time","Graduate","STEM","7","100-500","Pvt Ltd","never",17,"1"
10746,"114",0.926,"M","Y","None","Masters","STEM","18","50-99","Pvt Ltd",">4",26,"0"
14363,"16",0.91,"M","Y","None","Graduate","STEM","20","10000+","Pvt Ltd","1",70,"0"
25399,"103",0.92,"M","Y","None","Masters","STEM","5","10-49","NGO","1",104,"0"
30725,"103",0.92,"F","Y","None","Graduate","STEM","6","10000+","Pvt Ltd","1",21,"0"
5131,"103",0.92,"M","N","None","Graduate","STEM",">20","500-999","Pvt Ltd","1",92,"0"
258,"160",0.92,"M","N","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","never",31,"0"
20869,"71",0.884,"Other","Y","None","Graduate","Arts","<1","50-99","Pvt Ltd","1",8,"1"
6147,"114",0.926,"M","Y","Part-Time","Graduate","STEM","15","<10","Early Stage Startup","1",51,"0"
21620,"21",0.624,"F","Y","Full-Time","Graduate","STEM","3","50-99","Pvt Ltd","1",15,"1"
16179,"103",0.92,"M","Y","None","Graduate","STEM",">20","500-999","Pvt Ltd",">4",198,"1"
6473,"21",0.624,"M","Y","Full-Time","Graduate","STEM","5","1000-4999","Pvt Ltd","1",18,"0"
20890,"97",0.925,"M","Y","None","Graduate","STEM","15","100-500","Pvt Ltd","1",158,"0"
2031,"104",0.924,"M","N","Full-Time","High School","None","5","100-500","Pvt Ltd","1",72,"0"
11793,"21",0.624,"M","N","Full-Time","High School","None","2","50-99","Pvt Ltd","never",78,"1"
962,"128",0.527,"M","Y","None","Masters","STEM","4","100-500","Funded Startup","1",96,"1"
26219,"138",0.836,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","1",141,"1"
18332,"75",0.939,"M","Y","None","Graduate","STEM","12","5000-9999","Public Sector","4",13,"0"
7699,"103",0.92,"M","Y","None","Phd","STEM",">20","100-500","Pvt Ltd","2",6,"0"
21147,"21",0.624,"M","Y","None","Graduate","STEM","7","10000+","Pvt Ltd","1",160,"1"
374,"160",0.92,"M","Y","None","Graduate","STEM","9","5000-9999","Public Sector","2",27,"0"
21149,"103",0.92,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","never",116,"0"
3094,"173",0.878,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd","2",24,"0"
5837,"75",0.939,"M","N","Full-Time","Graduate","STEM","8","10000+","Public Sector","2",64,"0"
12097,"100",0.887,"M","Y","Part-Time","High School","None","6","10000+","Public Sector","1",91,"1"
22408,"21",0.624,"M","Y","None","Graduate","STEM","9","1000-4999","Pvt Ltd","4",20,"0"
4141,"103",0.92,"M","Y","None","Graduate","STEM","4","10000+","Pvt Ltd","1",20,"0"
16335,"102",0.804,"M","Y","Full-Time","Masters","Humanities","2","50-99","Funded Startup","1",43,"0"
11961,"123",0.738,"M","Y","Full-Time","Masters","STEM","7","1000-4999","Pvt Ltd","2",148,"0"
23454,"114",0.926,"M","Y","None","High School","None","17","50-99","Pvt Ltd",">4",48,"0"
4493,"28",0.939,"M","Y","None","Graduate","STEM","7","1000-4999","Pvt Ltd",">4",29,"0"
19009,"16",0.91,"M","N","None","Graduate","STEM","<1","100-500","Pvt Ltd","2",46,"0"
5600,"21",0.624,"M","Y","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","4",111,"1"
16957,"160",0.92,"M","Y","Part-Time","Graduate","STEM",">20","100-500","Pvt Ltd","1",138,"0"
23604,"103",0.92,"M","N","None","Phd","STEM",">20","50-99","NGO",">4",18,"0"
2455,"75",0.939,"M","Y","None","Graduate","STEM","17","100-500","Pvt Ltd","2",17,"0"
28891,"136",0.897,"M","Y","None","Masters","STEM",">20","10000+","Pvt Ltd",">4",102,"0"
29724,"50",0.896,"M","N","Full-Time","Graduate","STEM","7","100-500","Pvt Ltd","never",78,"1"
270,"16",0.91,"M","N","Full-Time","High School","None","6","100-500","Pvt Ltd","never",51,"0"
28555,"21",0.624,"M","N","Full-Time","High School","None","3","50-99","Pvt Ltd","never",28,"1"
31736,"103",0.92,"M","Y","None","Graduate","STEM","7","10000+","Pvt Ltd",">4",97,"0"
31598,"103",0.92,"M","Y","None","Graduate","Humanities",">20","50-99","Pvt Ltd",">4",29,"0"
14609,"36",0.893,"M","Y","None","Graduate","STEM","9","500-999","Pvt Ltd","4",15,"1"
6505,"103",0.92,"M","Y","None","Graduate","STEM","8","10000+","Pvt Ltd","2",170,"0"
1894,"75",0.939,"M","Y","None","High School","None","3","50-99","Pvt Ltd","1",22,"0"
23654,"103",0.92,"M","N","Full-Time","High School","None","4","100-500","Pvt Ltd","1",3,"1"
3704,"67",0.855,"M","N","Full-Time","Graduate","STEM","8","100-500","Pvt Ltd","never",6,"0"
15368,"103",0.92,"M","Y","Part-Time","Masters","STEM",">20","10000+","Pvt Ltd",">4",33,"0"
18878,"136",0.897,"M","Y","None","Masters","STEM","10","50-99","Pvt Ltd","1",18,"0"
32042,"103",0.92,"F","Y","None","Graduate","STEM",">20","<10","Early Stage Startup","1",78,"0"
15203,"102",0.804,"M","N","Full-Time","High School","None","3","100-500","Pvt Ltd","never",32,"0"
29941,"103",0.92,"M","Y","None","Graduate","STEM","10","10000+","Pvt Ltd","4",165,"0"
23567,"136",0.897,"M","N","None","Masters","STEM",">20","500-999","Pvt Ltd",">4",58,"0"
13888,"100",0.887,"M","Y","Part-Time","High School","None","3","10-49","Pvt Ltd","1",14,"0"
11555,"100",0.887,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd",">4",63,"0"
5225,"104",0.924,"M","Y","None","Masters","STEM",">20","100-500","Funded Startup","3",73,"0"
31884,"67",0.855,"M","Y","None","Masters","STEM","9","100-500","Pvt Ltd",">4",88,"1"
18343,"21",0.624,"M","Y","Full-Time","Graduate","STEM","10","50-99","Pvt Ltd","3",180,"1"
24634,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","2",29,"0"
19026,"67",0.855,"M","N","Part-Time","Graduate","STEM","14","100-500","Pvt Ltd",">4",17,"0"
20450,"21",0.624,"M","Y","None","Graduate","Arts","9","100-500","Pvt Ltd",">4",24,"1"
21599,"114",0.926,"M","Y","None","Phd","STEM",">20","1000-4999","Public Sector","1",47,"0"
22864,"9",0.743,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","1",278,"0"
3826,"103",0.92,"M","N","None","Graduate","STEM",">20","500-999","Pvt Ltd","1",9,"0"
8473,"136",0.897,"M","Y","None","High School","None","15","50-99","Pvt Ltd","4",15,"0"
19056,"81",0.73,"M","N","None","Graduate","STEM","6","10-49","NGO","1",87,"0"
19915,"21",0.624,"M","N","None","Masters","STEM","10","500-999","Pvt Ltd","2",264,"0"
24927,"76",0.698,"M","N","Part-Time","Masters","STEM","4","500-999","Public Sector","1",111,"1"
14625,"21",0.624,"M","N","None","Graduate","STEM","7","10000+","Pvt Ltd","1",9,"1"
8668,"16",0.91,"M","Y","None","Graduate","Business","14","100-500","Pvt Ltd","1",24,"0"
22156,"59",0.775,"M","Y","None","Graduate","STEM",">20","500-999","Pvt Ltd","2",108,"0"
7635,"89",0.925,"M","Y","Full-Time","Graduate","STEM","11","50-99","Pvt Ltd","1",270,"0"
7893,"114",0.926,"M","N","None","High School","None","4","50-99","Pvt Ltd","never",70,"0"
5933,"173",0.878,"M","N","None","Graduate","STEM","3","100-500","Pvt Ltd","1",248,"0"
12319,"103",0.92,"M","N","Full-Time","Graduate","Humanities","2","100-500","Pvt Ltd","1",49,"1"
24492,"114",0.926,"M","Y","None","Graduate","STEM","12","10-49","Pvt Ltd",">4",67,"0"
5096,"160",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",30,"0"
28479,"136",0.897,"M","Y","Part-Time","Masters","STEM","6","50-99","Pvt Ltd","1",29,"0"
23593,"103",0.92,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","never",54,"0"
10806,"71",0.884,"M","N","None","Masters","STEM","8","50-99","Pvt Ltd","1",55,"0"
4706,"67",0.855,"F","N","None","Graduate","STEM","9","10-49","Funded Startup","2",94,"0"
25383,"136",0.897,"M","Y","None","Masters","STEM","10","100-500","Pvt Ltd","3",35,"0"
20526,"21",0.624,"M","Y","Full-Time","Graduate","STEM","<1","50-99","Pvt Ltd","1",28,"1"
7436,"103",0.92,"M","N","None","High School","None","<1","50-99","Pvt Ltd","1",57,"0"
5997,"16",0.91,"M","Y","None","Graduate","Arts","11","50-99","Pvt Ltd",">4",28,"0"
29035,"105",0.794,"M","Y","None","Graduate","Humanities","11","50-99","Pvt Ltd","2",41,"1"
6992,"16",0.91,"M","Y","None","Graduate","STEM","6","500-999","Pvt Ltd","1",21,"0"
13898,"103",0.92,"M","Y","Full-Time","Graduate","STEM","7","100-500","Pvt Ltd","1",3,"1"
7816,"45",0.89,"M","Y","Part-Time","Masters","STEM","8","50-99","Public Sector","2",81,"1"
12450,"21",0.624,"M","N","None","Graduate","STEM","<1","<10","Pvt Ltd","1",21,"0"
580,"71",0.884,"M","Y","None","Masters","STEM",">20","10-49","Public Sector",">4",18,"0"
31313,"67",0.855,"M","N","Full-Time","Graduate","STEM","7","5000-9999","Pvt Ltd","1",38,"0"
15366,"21",0.624,"M","N","None","Graduate","STEM","<1","100-500","Pvt Ltd","never",12,"0"
4001,"103",0.92,"M","Y","None","Graduate","STEM",">20","500-999","Pvt Ltd",">4",111,"0"
1328,"103",0.92,"M","N","None","High School","None","4","50-99","Pvt Ltd","2",104,"0"
26268,"160",0.92,"M","Y","None","Graduate","STEM","8","50-99","Pvt Ltd","2",8,"0"
12054,"116",0.743,"M","Y","None","Masters","STEM","8","50-99","Pvt Ltd","1",44,"1"
29745,"90",0.698,"M","N","Part-Time","Graduate","STEM","7","50-99","Pvt Ltd","1",22,"1"
30761,"21",0.624,"M","Y","Full-Time","Masters","Other","4","10000+","Pvt Ltd","1",92,"0"
