"","enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
"17647",8099,"104",0.924,NA,"Y","None","High School","None","7","50-99","Pvt Ltd","4",72,"0"
"17648",3863,"73",0.754,"M","Y","Part-Time","Masters","STEM","3","100-500","Pvt Ltd","2",69,"0"
"17649",31569,"136",0.897,"M","Y","Full-Time","Graduate","STEM",">20",NA,"Public Sector","1",14,"0"
"17650",25229,"65",0.802,"M","Y","None","Masters","STEM",">20","<10","Pvt Ltd","3",30,"0"
"17651",16857,"136",0.897,"M","N","None","Phd","STEM","12","5000-9999","Public Sector","2",74,"1"
"17652",28668,"103",0.92,NA,"N","Part-Time","Graduate","STEM","10",NA,NA,"1",16,"1"
"17653",17693,"83",0.923,"M","Y","None","Masters","STEM","8","10-49","Early Stage Startup","2",288,"0"
"17654",21061,"100",0.887,NA,"N","None","Graduate",NA,"<1",NA,NA,"never",56,"1"
"17655",14612,"21",0.624,"M","Y","Full-Time","Masters","STEM","4","1000-4999","Pvt Ltd","1",320,"1"
"17656",3641,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","3",192,"0"
"17657",28974,"16",0.91,"M","Y","None","Graduate","Humanities","5","10-49","Pvt Ltd","2",49,"0"
"17658",5811,"100",0.887,"M","N","Full-Time","Masters","STEM","7","<10","Public Sector","2",64,"0"
"17659",24256,"33",0.448,"M","N","None","Graduate","STEM","4","10-49","Public Sector","1",44,"1"
"17660",27094,"16",0.91,"F","Y","None","Graduate","STEM","20","50-99","Pvt Ltd","1",4,"1"
"17661",26148,"150",0.698,"Other","N",NA,"Graduate","STEM","2",NA,NA,"never",143,"1"
"17662",32488,"11",0.55,"M","Y","None","Graduate","STEM","5","50-99","Pvt Ltd","1",24,"1"
"17663",9379,"136",0.897,NA,"Y","None","Masters","STEM","19",NA,NA,"1",95,"0"
"17664",12567,"21",0.624,NA,"N","Full-Time","Masters","STEM","5","<10",NA,">4",7,"1"
"17665",23208,"103",0.92,NA,"N","None","Graduate","Other","14","100-500","Pvt Ltd",">4",166,"0"
"17666",30946,"21",0.624,NA,"Y","None","Graduate","STEM",">20",NA,NA,"1",3,"1"
"17667",14289,"114",0.926,"M","Y","None","Masters","STEM",">20","10000+","Pvt Ltd","2",22,"0"
"17668",19975,"21",0.624,"M","Y","None","Graduate","STEM","9","10000+","Pvt Ltd",">4",81,"1"
"17669",17492,"123",0.738,NA,"Y","None","Graduate","Other","12",NA,NA,">4",17,"0"
"17670",29311,"16",0.91,"M","Y","None","Graduate","STEM","10","50-99","Pvt Ltd","3",32,"0"
"17671",25849,"103",0.92,"M","Y","None","Graduate","Business","14","1000-4999","Pvt Ltd",">4",38,"0"
"17672",10698,"16",0.91,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd","2",32,"0"
"17673",9078,"21",0.624,NA,"Y","None","Graduate","STEM","4",NA,NA,"1",74,"1"
"17674",30807,"103",0.92,"M","N","Full-Time","High School","None","7",NA,NA,"never",69,"0"
"17675",7762,"116",0.743,"M","Y","None","Masters","Humanities","10","1000-4999","Pvt Ltd","3",52,"1"
"17676",31814,"71",0.884,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd",">4",29,"0"
"17677",25170,"21",0.624,NA,"Y","None","Masters","STEM","1","100-500","Pvt Ltd","1",32,"1"
"17678",21452,"146",0.735,NA,"N","None","Masters","STEM","8","50-99","Public Sector","2",43,"0"
"17679",31986,"103",0.92,"M","Y","None","Graduate","Humanities","5",NA,NA,"1",42,"1"
"17680",9254,"21",0.624,NA,"Y","None","Graduate","STEM","3","10-49","Pvt Ltd","1",156,"1"
"17681",13168,"160",0.92,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","3",102,"0"
"17682",17080,"103",0.92,"M","N","None","High School","None","3",NA,NA,"1",33,"0"
"17683",29187,"73",0.754,"M","Y","None","Graduate","STEM","7",NA,NA,"2",13,"0"
"17684",24857,"160",0.92,"M","Y","None","Graduate","Humanities",">20",NA,NA,">4",50,"0"
"17685",20857,"45",0.89,"F","N","None","Phd","STEM",">20","<10","Public Sector","4",87,"0"
"17686",11269,"103",0.92,"F","Y","None","Masters","STEM",">20",NA,NA,">4",82,"1"
"17687",10594,"138",0.836,"M","Y","None","Masters","STEM",">20","50-99","Pvt Ltd","2",7,"0"
"17688",32205,"71",0.884,"M","Y","None","Masters","STEM","3","<10","Pvt Ltd","1",56,"0"
"17689",582,"97",0.925,"M","N","Full-Time","Masters","STEM","14",NA,NA,"2",96,"0"
"17690",11315,"114",0.926,"M","N","Full-Time","Graduate","STEM","4",NA,NA,"4",24,"1"
"17691",3322,"46",0.762,NA,"Y","None","Graduate","STEM","10","50-99","Pvt Ltd","1",33,"0"
"17692",16608,"21",0.624,"M","N","Full-Time","Graduate","STEM","2",NA,NA,"never",150,"1"
"17693",12164,"21",0.624,"M","Y","None","Graduate","STEM","11","10000+","Pvt Ltd","never",85,"1"
"17694",14748,"114",0.926,"M","Y","None","Masters","STEM",">20","1000-4999","Pvt Ltd",">4",78,"0"
"17695",5653,"67",0.855,NA,"Y","None","Graduate","STEM","5",NA,NA,"1",86,"0"
"17696",17615,"28",0.939,"M","Y","None","Graduate","STEM","16","10-49","Pvt Ltd","1",29,"0"
"17697",18777,"16",0.91,"M","N","None","Graduate","STEM","11","10-49","Pvt Ltd",">4",100,"0"
"17698",3802,"16",0.91,"M","Y","None","Graduate","STEM",">20",NA,NA,"1",24,"0"
"17699",24100,"36",0.893,"M","N","Full-Time","Masters","STEM","10","1000-4999","Public Sector","2",37,"0"
"17700",29100,"160",0.92,"M","Y","None","Graduate","STEM","14","5000-9999","Pvt Ltd","4",79,"0"
"17701",19044,"128",0.527,NA,"Y","None","Graduate","STEM","6","50-99","Pvt Ltd","4",250,"1"
"17702",29467,"103",0.92,"M","Y","None","Graduate","STEM","10",NA,NA,"1",51,"1"
"17703",27332,"160",0.92,NA,"Y","None","Graduate","None","14",NA,NA,"1",23,"0"
"17704",1496,"103",0.92,"M","Y","None","Masters","STEM","10","10-49","Funded Startup","1",20,"0"
"17705",25010,"21",0.624,"M","Y","None","Graduate","STEM","6","500-999","Pvt Ltd","never",81,"1"
"17706",28011,"103",0.92,"M","Y","None","Masters","STEM",">20","5000-9999","Pvt Ltd",">4",36,"0"
"17707",25442,"21",0.624,NA,"Y","None","Graduate","STEM","14","100-500","Pvt Ltd",">4",28,"0"
"17708",15122,"16",0.91,"M","Y","None","Graduate","STEM","17","1000-4999","Public Sector","1",85,"0"
"17709",8097,"45",0.89,"M","Y","None","High School","None","12","500-999","Pvt Ltd",">4",188,"0"
"17710",29206,"103",0.92,"M","Y","None","Graduate","STEM","11","50-99","Funded Startup","1",46,"0"
"17711",2654,"21",0.624,NA,"Y","None","Graduate","STEM","4","<10","Pvt Ltd","1",32,"1"
"17712",29247,"165",0.903,"M","Y","None","Masters","STEM",">20","1000-4999","Pvt Ltd","1",61,"0"
"17713",6626,"114",0.926,NA,"N","None","Phd","STEM","20","1000-4999","Public Sector","2",24,"0"
"17714",9026,"158",0.766,"M","Y","None","Graduate","STEM","6","50-99","Pvt Ltd","2",59,"0"
"17715",17943,"160",0.92,"M","Y","None","Graduate","STEM","13","500-999","Pvt Ltd","2",19,"0"
"17716",30029,"160",0.92,"M","Y","None","Masters","STEM",">20","10000+","NGO",">4",88,"0"
"17717",32051,"75",0.939,NA,"Y","None","Graduate","STEM","11","100-500","Pvt Ltd",">4",67,"0"
"17718",22659,"21",0.624,NA,"N","Full-Time","Graduate","STEM","1","500-999","Pvt Ltd","1",2,"1"
"17719",31883,"40",0.776,"M","Y","Part-Time","Graduate","STEM","5","50-99","Pvt Ltd","3",98,"0"
"17720",22912,"67",0.855,"M","N","None","High School","None","2",NA,NA,"never",34,"0"
"17721",5348,"160",0.92,"F","N","Full-Time","Graduate","STEM","9",NA,NA,"1",12,"0"
"17722",11898,"160",0.92,NA,"Y","None","Graduate","STEM","20",NA,NA,"3",70,"1"
"17723",640,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",74,"0"
"17724",4407,"21",0.624,NA,"N","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","1",50,"1"
"17725",29054,"75",0.939,"M","N","Part-Time","Graduate","STEM","3","500-999","Pvt Ltd","never",40,"0"
"17726",14275,"21",0.624,NA,"N","Full-Time","Graduate","STEM","4","10-49","Pvt Ltd","1",156,"1"
"17727",30003,"103",0.92,"F","Y","None","Graduate","STEM","12","1000-4999","Pvt Ltd","1",46,"0"
"17728",15848,"150",0.698,"M","Y","None","Masters","STEM","4","50-99","NGO","1",65,"0"
"17729",13847,"114",0.926,"M","Y","None","High School","None","7","10-49","Pvt Ltd",">4",96,"0"
"17730",3182,"105",0.794,NA,"Y","Part-Time","High School","None","3","50-99","Funded Startup","1",133,"0"
"17731",17029,"103",0.92,NA,"Y","None","Graduate","Humanities","2","50-99","Funded Startup","2",53,"0"
"17732",5628,"19",0.682,NA,"Y","None","Graduate","STEM","4","500-999",NA,NA,12,"0"
"17733",27958,"16",0.91,"M","Y","None","Graduate","STEM","12","100-500","Pvt Ltd","4",89,"0"
"17734",24228,"21",0.624,"M","N","Full-Time","Graduate","STEM","2",NA,NA,"never",40,"0"
"17735",24547,"103",0.92,"M","Y","None","Graduate","STEM","14","50-99","Pvt Ltd","4",66,"0"
"17736",3518,"103",0.92,"M","Y","None","Graduate","Humanities",">20",NA,NA,">4",23,"0"
"17737",18245,"19",0.682,"M","Y","None","Graduate","STEM","1","10000+","Pvt Ltd","1",114,"0"
"17738",5245,"14",0.698,"M","N","None","Graduate","STEM","4","<10","Pvt Ltd","1",48,"0"
"17739",32166,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd","1",42,"0"
"17740",1260,"61",0.913,"M","N","Full-Time","Graduate","STEM","5",NA,NA,"4",32,"0"
"17741",17771,"21",0.624,NA,"Y","None","Graduate","STEM","10","10000+","Pvt Ltd","1",9,"1"
"17742",3703,"16",0.91,"M","N","None","Graduate","STEM",">20",NA,NA,"3",52,"0"
"17743",25357,"136",0.897,"M","Y","None","Masters","STEM","<1","10000+","Pvt Ltd",">4",14,"0"
"17744",14949,"71",0.884,"F","Y","None","Graduate","STEM","7","10-49","NGO","1",39,"0"
"17745",18014,"162",0.767,"M","N","Full-Time","Graduate","STEM","<1",NA,NA,"never",2,"0"
"17746",4631,"98",0.949,"M","Y","None","Masters","STEM","9","100-500","Pvt Ltd","2",29,"0"
"17747",10488,"21",0.624,NA,"Y","None","Graduate","STEM","<1","50-99","Funded Startup","1",36,"1"
"17748",22040,"67",0.855,"M","Y","None","Masters","STEM","14",NA,NA,"1",134,"0"
"17749",9313,"160",0.92,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","4",48,"0"
"17750",12981,"136",0.897,NA,"N","Full-Time","Graduate","STEM","4",NA,NA,NA,80,"1"
"17751",24209,"16",0.91,"M","N","None","Graduate","STEM","2","<10","Pvt Ltd","1",25,"0"
"17752",29209,"103",0.92,"M","Y","Part-Time","Graduate","STEM","7","10000+","Public Sector","2",30,"0"
"17753",31396,"165",0.903,"M","Y","None","Masters","STEM","15","5000-9999","Pvt Ltd","1",64,"0"
"17754",13936,"142",0.727,"M","Y","None",NA,NA,">20",NA,NA,">4",106,"0"
"17755",3575,"103",0.92,"M","N","Full-Time","Graduate","Business","3","10000+","Pvt Ltd","2",41,"0"
"17756",29317,"21",0.624,NA,"Y","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","1",28,"1"
"17757",22565,"21",0.624,"M","Y","Full-Time","Graduate","STEM","16","100-500","Pvt Ltd","2",35,"0"
"17758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17759",19488,"114",0.926,"M","Y","None","Masters","STEM","8","50-99","Early Stage Startup","1",5,"0"
"17760",5595,"75",0.939,"M","N","None","Graduate","STEM","8","5000-9999","Pvt Ltd",">4",56,"0"
"17761",11634,"40",0.776,"M","Y","None","Graduate","STEM","4","10-49","Pvt Ltd","1",61,"0"
"17762",4849,"101",0.558,NA,"N","None","High School","None","8",NA,NA,"1",94,"1"
"17763",8121,"114",0.926,NA,"Y","Full-Time","High School","None","6","50-99",NA,"2",13,"0"
"17764",29551,"16",0.91,"M","Y","Part-Time","Masters","STEM",">20","50-99","Pvt Ltd",">4",35,"0"
"17765",1602,"103",0.92,NA,"N","Full-Time","Graduate","STEM","4",NA,NA,"1",75,"1"
"17766",31107,"103",0.92,"M","Y","None",NA,NA,">20",NA,NA,">4",150,"1"
"17767",12088,"61",0.913,"M","Y","None","Masters","STEM","11","50-99","Pvt Ltd","1",67,"0"
"17768",30050,"100",0.887,"M","N","None","High School","None",">20","10000+","Pvt Ltd",">4",33,"0"
"17769",16592,"16",0.91,"M","N","None","Graduate","STEM","18","5000-9999","Pvt Ltd","2",99,"0"
"17770",28399,"150",0.698,"M","N","None","High School","None","2",NA,NA,"never",64,"0"
"17771",1248,"45",0.89,NA,"N","Full-Time","Graduate","STEM","8",NA,NA,"2",28,"0"
"17772",1200,"114",0.926,"F","Y","None","Masters","STEM",">20","500-999","Pvt Ltd",">4",108,"1"
"17773",7488,"103",0.92,"M","Y","None","Masters","STEM","10","10000+","Pvt Ltd","1",20,"0"
"17774",10025,"103",0.92,"F","Y","None","Graduate","STEM","10","10-49","Funded Startup","1",144,"0"
"17775",9319,"136",0.897,"F","Y","None","Masters","STEM",">20","100-500","Pvt Ltd",">4",10,"0"
"17776",24736,"128",0.527,"M","N","Full-Time","High School","None","4",NA,NA,"never",160,"1"
"17777",17399,"114",0.926,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd",">4",300,"0"
"17778",31535,"114",0.926,"M","Y","None","Masters","STEM",">20","1000-4999","Pvt Ltd","1",95,"0"
"17779",26531,"21",0.624,"F","Y","None","Masters","STEM","<1","100-500","Pvt Ltd",NA,330,"1"
"17780",6363,"99",0.915,NA,"Y","Full-Time","Graduate","STEM","5","10000+","Public Sector","1",26,"0"
"17781",16622,"160",0.92,"F","N","Full-Time","High School","None","2",NA,NA,"never",86,"0"
"17782",6347,"103",0.92,"M","N","None","Masters","STEM",">20",NA,NA,">4",47,"1"
"17783",4930,"73",0.754,"M","Y","None","Masters","STEM",">20","100-500","Public Sector","4",28,"0"
"17784",25898,"21",0.624,"M","Y","Full-Time","Masters","STEM","17","10000+","Pvt Ltd","1",129,"1"
"17785",637,"103",0.92,NA,"Y","None","Graduate","STEM","15",NA,"Pvt Ltd","1",69,"0"
"17786",23630,"75",0.939,"M","N","None","High School","None","<1",NA,NA,"never",11,"0"
"17787",55,"73",0.754,"M","Y","None","Graduate","STEM","12","50-99","Funded Startup","4",40,"0"
"17788",28441,"16",0.91,NA,"Y","None","Masters","Humanities","4","10-49","Pvt Ltd","4",72,"1"
"17789",16700,"71",0.884,"F","Y","None","Graduate","STEM","5","10-49","Funded Startup","1",94,"0"
"17790",16934,"103",0.92,"F","N","None","Graduate","STEM",">20","50-99","Pvt Ltd","1",102,"0"
"17791",15971,"160",0.92,NA,"N","None","Masters","STEM","8","50-99","Pvt Ltd","4",57,"0"
"17792",8084,"45",0.89,"M","Y","Full-Time","Graduate","STEM","2","<10","Early Stage Startup","1",21,"0"
"17793",8249,"103",0.92,"M","Y","None","Graduate","STEM","12","100-500",NA,"1",75,"1"
"17794",16801,"16",0.91,NA,"Y","None","Graduate","STEM","14",NA,"Pvt Ltd","1",45,"0"
"17795",8784,"103",0.92,"F","N","None","Graduate","Business","3","100-500","Pvt Ltd","2",127,"0"
"17796",27380,"114",0.926,"M","Y","None","Phd","STEM","19",NA,NA,"3",162,"0"
"17797",24379,"21",0.624,"M","Y","Full-Time","Graduate","STEM","6","10-49","Pvt Ltd","never",118,"0"
"17798",1192,"98",0.949,"M","N","Full-Time","Graduate","STEM","1","1000-4999","Pvt Ltd","never",3,"1"
"17799",12155,"136",0.897,"M","Y","None","Masters","STEM","7","100-500","Pvt Ltd","2",80,"0"
"17800",17461,"160",0.92,"F","Y","None","Graduate","STEM","9",NA,NA,"2",55,"1"
"17801",8933,"115",0.789,NA,"N","None","Graduate","STEM","5",NA,NA,"never",139,"1"
"17802",3403,"71",0.884,"M","Y","None","Graduate","STEM","15","<10",NA,"1",80,"0"
"17803",2220,"50",0.896,"M","Y","None","Graduate","STEM","9","50-99","Pvt Ltd",">4",29,"1"
"17804",16896,"103",0.92,"F","N","None","Masters","STEM",">20","50-99","Other",">4",162,"1"
"17805",10694,"116",0.743,"F","Y","Full-Time","Graduate","STEM","3","1000-4999","Pvt Ltd","1",44,"0"
"17806",19575,"65",0.802,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd","1",11,"0"
"17807",12243,"40",0.776,"M","N","Full-Time","Graduate","STEM","7",NA,NA,"never",1,"0"
"17808",12061,"16",0.91,"F","Y","None","Graduate","STEM","4","10000+","Other","1",47,"0"
"17809",25940,"73",0.754,"M","Y","None","Masters","STEM","10","10000+","Pvt Ltd","1",10,"0"
"17810",22671,"21",0.624,NA,"Y","None","Graduate","STEM","9","500-999","Pvt Ltd",">4",43,"0"
"17811",12230,"103",0.92,"M","N","None","Masters","STEM","18","10000+","Pvt Ltd",">4",43,"1"
"17812",10063,"103",0.92,"M","Y","None","Masters","STEM",">20","100-500","Funded Startup","1",328,"0"
"17813",6135,"21",0.624,NA,"Y","None","Graduate","STEM","10","50-99","Pvt Ltd","1",90,"0"
"17814",24119,"73",0.754,"M","Y","None","High School","None","11",NA,NA,"1",18,"0"
"17815",15030,"103",0.92,"Other","Y",NA,"Graduate","STEM","6","50-99","Pvt Ltd","1",24,"0"
"17816",29878,"103",0.92,"M","Y","None","Graduate","Humanities","10","50-99","Pvt Ltd","1",90,"0"
"17817",2697,"16",0.91,NA,"Y","None","Graduate","STEM","15","1000-4999","Pvt Ltd",">4",60,"0"
"17818",10591,"21",0.624,"M","Y","None","Graduate","STEM","4","500-999","Pvt Ltd","never",84,"1"
"17819",4060,"89",0.925,NA,"Y","None","Masters","STEM","19","<10","Pvt Ltd",">4",6,"0"
"17820",26786,"74",0.579,NA,"Y","Full-Time","Graduate","STEM","1","<10",NA,"1",101,"0"
"17821",22763,"16",0.91,"M","N","Full-Time","Graduate","STEM","5",NA,NA,"never",32,"0"
"17822",28287,"103",0.92,"M","Y","None","Graduate","STEM",">20",NA,NA,"1",24,"1"
"17823",28254,"64",0.666,"M","Y","None","Graduate","STEM","14","50-99","Pvt Ltd","4",31,"0"
"17824",2410,"16",0.91,"M","Y","None","Graduate","STEM","5","100-500","Pvt Ltd","1",101,"0"
"17825",15553,"28",0.939,"M","Y","None","Masters","STEM","9","10000+","Pvt Ltd","2",54,"0"
"17826",11973,"103",0.92,"Other","Y","None","Graduate","STEM","6","50-99","Funded Startup","1",14,"0"
"17827",22500,"136",0.897,"M","N","None",NA,NA,"5",NA,NA,"never",12,"0"
"17828",5652,"102",0.804,"F","Y","None","Masters","STEM","9","10-49",NA,"1",210,"0"
"17829",1115,"41",0.827,NA,"Y","Part-Time","Graduate","STEM","3","10000+","Pvt Ltd","2",8,"1"
"17830",32046,"160",0.92,"M","Y","None","Graduate","STEM","16",NA,NA,"1",7,"0"
"17831",4786,"23",0.899,"M","Y","None","Graduate","STEM","9","50-99","Pvt Ltd",">4",7,"0"
"17832",12092,"173",0.878,"M","Y","Part-Time","High School","None","5","<10","Pvt Ltd","1",50,"0"
"17833",9240,"11",0.55,NA,"Y","None","Graduate","STEM","10","50-99","Pvt Ltd","1",158,"0"
"17834",33249,"73",0.754,"M","N","Part-Time","High School","None","3",NA,NA,"1",60,"1"
"17835",8798,"160",0.92,"M","Y","None","Graduate","STEM","15",NA,NA,"1",110,"0"
"17836",17497,"114",0.926,"M","Y","None","Graduate","STEM","13","<10","Pvt Ltd","1",17,"0"
"17837",11245,"103",0.92,"M","Y","Part-Time","Graduate","STEM","17","5000-9999","Pvt Ltd",">4",15,"0"
"17838",9434,"160",0.92,"M","Y","None","Graduate","STEM",">20","5000-9999","Pvt Ltd",">4",108,"0"
"17839",31155,"21",0.624,"M","Y","None","Graduate","STEM","9","100-500","Pvt Ltd","1",44,"0"
"17840",125,"136",0.897,NA,"Y","None","Masters","STEM","7","100-500","Public Sector","2",22,"0"
"17841",1559,"103",0.92,"M","Y","None","Graduate","STEM","15","10000+","Pvt Ltd",">4",22,"0"
"17842",4011,"103",0.92,"M","Y","None","Graduate","STEM","3","1000-4999",NA,"1",21,"0"
"17843",13579,"21",0.624,NA,"Y","None","Graduate","STEM","6","100-500","Pvt Ltd","1",80,"1"
"17844",25793,"103",0.92,"F","Y","None","Graduate","STEM","8","100-500","Pvt Ltd","1",52,"0"
"17845",21722,"114",0.926,"F","Y","None","Graduate","STEM","15","50-99",NA,"never",9,"0"
"17846",17043,"103",0.92,NA,"N","None","Masters","STEM","<1",NA,NA,"3",59,"1"
"17847",17686,"40",0.776,NA,"Y","Full-Time","Graduate","STEM",">20","1000-4999","Pvt Ltd","4",132,"0"
"17848",6037,"10",0.895,"M","Y","Part-Time","Masters","STEM","16","500-999","Pvt Ltd",">4",45,"0"
"17849",12786,"136",0.897,NA,"Y","Full-Time","Graduate","STEM",NA,"10-49","NGO",NA,26,"1"
"17850",11289,"160",0.92,"M","Y","None","Graduate","STEM","8","100-500","Pvt Ltd","1",34,"0"
"17851",33175,"21",0.624,"M","Y","Full-Time","Graduate","STEM","8","10000+","Pvt Ltd","3",92,"0"
"17852",8741,"103",0.92,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd","2",19,"0"
"17853",9084,"16",0.91,"M","Y","None","Graduate","STEM","11","10-49","Pvt Ltd","1",14,"0"
"17854",20329,"46",0.762,"M","Y","None","Graduate","Business",">20","50-99","Pvt Ltd","1",42,"0"
"17855",10946,"65",0.802,"M","Y","None","Graduate","STEM","7","10000+","Pvt Ltd","1",19,"0"
"17856",26404,"21",0.624,"M","Y","Full-Time","Graduate","STEM","6",NA,NA,"1",144,"0"
"17857",31457,"64",0.666,"M","Y","None","Graduate","STEM","16","100-500","Pvt Ltd","2",37,"0"
"17858",12086,"21",0.624,"M","N","None","High School","None","2",NA,NA,"never",49,"0"
"17859",11282,"90",0.698,NA,"Y","None","Graduate","STEM","13",NA,NA,"1",37,"0"
"17860",30181,"103",0.92,"M","N","None","Graduate","STEM","10","1000-4999","Pvt Ltd","4",45,"0"
"17861",14727,"136",0.897,"M","Y","None",NA,NA,"10","10-49","Pvt Ltd","1",108,"0"
"17862",13289,"102",0.804,"M","Y","None","Graduate","STEM","12","500-999","Pvt Ltd","2",103,"0"
"17863",24772,"90",0.698,"M","Y","Part-Time","Graduate","STEM","9",NA,NA,"1",42,"0"
"17864",12095,"83",0.923,"F","Y","None","Graduate","STEM","10","100-500","Pvt Ltd",">4",24,"0"
"17865",5858,"36",0.893,"M","Y","None","Masters","STEM",">20",NA,NA,"2",10,"0"
"17866",10307,"103",0.92,"M","Y","None","Graduate","STEM","11","5000-9999","Pvt Ltd","2",11,"0"
"17867",6901,"100",0.887,NA,"Y","None","Graduate","STEM","5","50-99","Pvt Ltd","1",324,"0"
"17868",6158,"114",0.926,"M","Y","None","High School","None",">20",NA,NA,"1",40,"1"
"17869",3196,"104",0.924,"M","Y","Part-Time","Graduate","STEM","7","<10","Early Stage Startup","1",20,"0"
"17870",1479,"16",0.91,"M","N","None","Graduate","Humanities","14","10-49","Pvt Ltd",">4",45,"0"
"17871",32387,"16",0.91,"M","Y","None","Graduate","STEM","2","50-99","Pvt Ltd","1",65,"0"
"17872",31488,"16",0.91,"M","Y","None","Graduate","STEM",">20",NA,NA,"3",64,"0"
"17873",29569,"103",0.92,"M","Y","None","Graduate","STEM","10","100-500","Pvt Ltd","2",15,"0"
"17874",23131,"173",0.878,"M","Y","Full-Time","Graduate","STEM","10",NA,NA,"4",53,"1"
"17875",22509,"136",0.897,NA,"N","Full-Time","Masters","STEM","4",NA,NA,"1",51,"1"
"17876",10212,"160",0.92,"F","Y","None","Graduate","Humanities","3","<10","Funded Startup","2",33,"0"
"17877",28998,"16",0.91,"M","Y","None","Graduate","STEM","11","50-99","Pvt Ltd",">4",17,"0"
"17878",23409,"103",0.92,NA,"Y","None",NA,NA,"5","50-99","Pvt Ltd","1",60,"0"
"17879",24402,"114",0.926,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd","1",6,"0"
"17880",27134,"21",0.624,"M","Y","None","Graduate","STEM","7",NA,"Pvt Ltd","1",69,"1"
"17881",23751,"123",0.738,"M","N","Full-Time","High School","None","1",NA,NA,NA,42,"1"
"17882",3219,"136",0.897,"M","Y","None","Phd","STEM","11","10000+","Pvt Ltd","never",59,"0"
"17883",15707,"100",0.887,"M","Y","None","Graduate","STEM","9",NA,NA,"2",6,"1"
"17884",30655,"78",0.579,NA,"N","Full-Time","Graduate","STEM","<1",NA,NA,"never",6,"1"
"17885",31518,"21",0.624,"M","N","None","High School","None","4",NA,"Pvt Ltd","never",21,"1"
"17886",30189,"75",0.939,"M","N","None",NA,NA,"10","<10","Pvt Ltd",">4",25,"0"
"17887",23608,"103",0.92,NA,"Y","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",157,"0"
"17888",21663,"21",0.624,"M","Y","None","Graduate","STEM","3","1000-4999","Pvt Ltd","2",22,"0"
"17889",18335,"21",0.624,"M","Y","Full-Time","Graduate","STEM","4",NA,NA,"1",94,"0"
"17890",20765,"103",0.92,NA,"N","None","Primary School","None","2","10-49","Early Stage Startup","1",13,"0"
"17891",14270,"136",0.897,"M","Y","None","Masters","STEM","6","10000+","Pvt Ltd","1",10,"0"
"17892",17643,"24",0.698,"M","Y","None","Graduate","STEM","6",NA,NA,"2",9,"0"
"17893",33375,"103",0.92,"M","Y","None","Graduate","STEM","16","50-99","Public Sector","1",51,"0"
"17894",20489,"16",0.91,"M","Y","None","Masters","STEM",">20","50-99","Pvt Ltd",">4",64,"0"
"17895",32740,"104",0.924,"M","Y","None","Graduate","STEM","16","10-49","Funded Startup","1",17,"0"
"17896",26229,"28",0.939,"M","Y","None","Masters","STEM",">20","5000-9999","Pvt Ltd","4",4,"0"
"17897",23828,"67",0.855,"F","N","Full-Time","Graduate","STEM","3",NA,NA,"1",21,"0"
"17898",19052,"103",0.92,"M","Y","None","Graduate","STEM","5","5000-9999","Pvt Ltd","2",25,"0"
"17899",22288,"41",0.827,"M","Y","Part-Time","Graduate","STEM","14",NA,NA,"1",44,"0"
"17900",32942,"24",0.698,"M","Y","None","Masters","STEM",">20","10-49","Pvt Ltd",">4",9,"0"
"17901",1090,"16",0.91,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd","2",118,"0"
"17902",25881,"21",0.624,"M","N","Full-Time","High School","None","6",NA,NA,"never",37,"1"
"17903",30665,"114",0.926,NA,"Y","None","Masters","Other","11","10000+","Pvt Ltd","1",39,"0"
"17904",20204,"160",0.92,"M","Y","None","High School","None",">20","<10","Pvt Ltd",">4",160,"0"
"17905",5599,"97",0.925,NA,"Y","None","Masters","STEM",">20","1000-4999","Pvt Ltd","4",53,"0"
"17906",32848,"28",0.939,"M","N","None","Graduate","STEM","4","50-99","Pvt Ltd","1",97,"0"
"17907",28147,"16",0.91,"M","Y","None","Graduate","STEM","16","1000-4999","Other",">4",67,"0"
"17908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17909",27227,"16",0.91,"M","Y","None","Graduate","STEM","11","<10","Pvt Ltd","1",119,"0"
"17910",3941,"160",0.92,"M","Y","None","Graduate","STEM","15","50-99","Pvt Ltd","1",144,"0"
